Province/State,Country/Region,Lat,Long,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,4/9/20,4/10/20,4/11/20,4/12/20,4/13/20,4/14/20,4/15/20,4/16/20,4/17/20,4/18/20,4/19/20,4/20/20,4/21/20,4/22/20,4/23/20,4/24/20,4/25/20,4/26/20,4/27/20,4/28/20,4/29/20,4/30/20,5/1/20,5/2/20,5/3/20,5/4/20,5/5/20,5/6/20,5/7/20,5/8/20,5/9/20,5/10/20,5/11/20,5/12/20,5/13/20,5/14/20,5/15/20,5/16/20,5/17/20,5/18/20,5/19/20,5/20/20,5/21/20,5/22/20,5/23/20,5/24/20,5/25/20,5/26/20,5/27/20,5/28/20,5/29/20,5/30/20,5/31/20,6/1/20,6/2/20,6/3/20,6/4/20,6/5/20,6/6/20,6/7/20,6/8/20,6/9/20,6/10/20,6/11/20,6/12/20,6/13/20,6/14/20,6/15/20,6/16/20,6/17/20,6/18/20,6/19/20,6/20/20,6/21/20,6/22/20,6/23/20,6/24/20,6/25/20,6/26/20,6/27/20,6/28/20,6/29/20,6/30/20,7/1/20,7/2/20,7/3/20,7/4/20,7/5/20,7/6/20,7/7/20,7/8/20,7/9/20,7/10/20,7/11/20,7/12/20,7/13/20,7/14/20,7/15/20,7/16/20
,Sucupira do Riachao,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,7,8,11,11,13,13,13,13,13,13,13,13,13,13,13,17,18,18
,Tasso Fragoso,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,3,3,3,3,3,3,7,9,9,9,14,14,15,15,15,15,15,15,15,17,18,18,18,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,26,29,29,31,34,34,34,34,35,37,39
,Timbiras,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,10,10,13,16,17,17,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,221,221,221,257,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273
,Timon,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,3,4,4,4,9,9,9,9,11,13,16,16,16,16,16,19,22,26,26,31,35,35,43,50,58,58,62,67,77,80,89,93,108,112,133,133,166,191,201,201,230,254,297,306,364,389,395,395,414,497,532,577,664,688,690,736,790,831,883,887,922,983,1015,1047,1078,1100,1131,1146,1154,1209,1218,1259,1300,1309,1356,1408,1414,1450,1450,1538,1540,1614,1618,1653,1697,1778,1778,1795,1822,1822,1831
,Trizidela do Vale,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,3,11,11,12,14,14,20,23,23,25,29,29,29,29,29,29,66,70,74,75,75,77,137,156,157,180,198,198,233,233,268,271,274,277,280,283,321,335,378,378,379,379,379,379,379,379,383,387,391,395,430,433,442,442,443,457,457,483,488,497,497,501,501,501,511,514,524,524,525,525,529,535,535,543,543,543,543,544,549
,Tufilandia,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,12,12,12,12,12,12,12,12,13,13,14,14,14,14,14,14,14,14,14,17,17,17,17,17,17,17,17,17,17,17,17,17,18,22,22,22,22,22,22,22,26,28,28,28,34,34,35,35,35,35,35,35,35,35
,Tuntum,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,6,6,6,9,11,23,35,35,35,35,35,35,35,53,53,53,53,53,53,53,71,96,97,97,103,118,140,159,176,176,188,196,204,213,228,244,272,275,290,329,330,375,392,392,392,426,454,479,502,516,516,519,519,521,566,573,593,593,593,608,608,625,653,660,660,661,675,704,740
,Turiacu,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,15,15,15,15,24,24,24,24,26,26,26,26,32,32,32,32,38,38,38,54,54,65,65,66,74,74,85,86,94,94,103,103,103,103,103,103,103,103,113,118,128,128,128,128,128,128,128,142,149,149,149,150,160,161,162,162,162,162,174,184,185,185,185,185,185,185,185,192
,Turilandia,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,36,36,37,37,40,40,40,40,74,75,75,75,92,93,93,93,103,103,103,104,104,104,104,178,187,189,190,190,190,191,191,193,193,193,193,206,208,215,218,221,222,222,222,222,227,239,241,243,243,243,243,249,250,254,257,257,257,257,259,259,266,267,267,267,267,270,272,275
,Tutoia,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,4,6,8,8,9,11,16,21,22,27,34,43,51,52,52,57,62,81,81,81,134,152,158,160,192,214,241,242,265,285,288,289,332,379,407,421,426,441,443,461,485,546,546,546,552,579,586,599,615,615,622,630,643,648,664,675,675,676,677,708,729,745,748,749,752,756,760,764,773,775,777,780,783,802,805
,Urbano Santos,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,8,8,9,18,18,18,55,72,72,72,114,114,114,150,150,230,230,310,344,344,344,345,346,496,496,497,498,597,597,597,599,599,628,657,687,687,839,849,859,869,879,890,890,890,890,890,890,890,890,890,890,890,890,890,890,890,890,890,890,890,890,890,890,890,890,890,890,890,890,890,890,890
,Vargem Grande,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,3,3,4,5,5,5,6,7,7,8,10,10,10,13,13,16,19,19,19,19,19,20,49,49,49,49,50,50,52,53,95,96,96,96,97,97,98,98,99,99,99,239,239,286,287,287,320,321,321,321,321,348,367,383,397,397,399,399,405,411,412,412,413,413,413,415,415,454,496,504,504,504,514,514,553,563,563,563,565,578,578,583
,Viana,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,4,4,4,4,9,9,9,9,14,18,22,24,52,52,52,52,54,64,64,99,102,103,104,104,104,141,141,144,154,164,184,186,188,191,192,192,200,207,207,211,212,212,213,213,216,217,217,217,217,217,217,218,218,219,219,219,219,219,219,219,219,219,219,220,221,221,221,222,222,222,223,223,223,224,224,224,224,230,231,238
,Vila Nova dos Martirios,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,9,9,9,9,9,9,9,9,13,18,25,25,26,26,26,36,36,36,36,39,48,51,57,57,59,61,62,66,68,68,68,70,73,78,82,82,84,84,84,84,85,85,87,87,87,87,91,99,103,103,104,104,104,106,106,117,119,119,119,119,122,124,124
,Vitoria do Mearim,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,3,3,3,3,6,6,6,6,6,6,9,9,9,11,13,13,13,14,15,17,27,28,30,31,32,33,35,37,39,41,43,55,59,59,60,76,76,76,100,100,110,110,110,111,134,136,136,136,140,141,142,142,142,142,142,142,142,143,151,152,163,185,185,186,187,187,187,188,192,192,192,192,196,233,342,372,391,391,397,439,456,524,561,561,561,562,562,574,575
,Vitorino Freire,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,11,12,13,14,15,15,15,15,15,27,27,27,27,27,27,27,40,41,41,84,84,84,84,85,85,85,85,85,85,85,85,85,87,111,143,158,201,214,387,419,438,438,438,493,547,588,608,635,635,668,704,782,812,818,821,899,943,959,967,987,990,1008,1010,1046,1062,1072,1089,1105,1105,1116,1129
,Ze Doca,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,3,3,3,3,4,6,6,6,6,7,8,9,9,9,9,9,11,13,16,26,34,38,42,52,54,66,87,107,127,137,138,138,138,146,268,269,319,442,575,658,756,945,945,946,1032,1125,1224,1224,1224,1393,1533,1534,1650,1746,1763,1763,1767,1793,1805,1805,1829,1853,1854,1855,1913,1925,1940,1957,1984,1984,1984,2025,2025,2159,2241,2242,2243,2244,2246,2247,2264,2272,2304,2337,2461,2502,2546,2590
